Sentence #,Word,POS,Tag
,hu,PRON-PERS,O
,dejjem,ADV,O
,lest,ADJ,O
,biex,CONJ-SUB,O
,jgħinhom,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 36,Għalkemm,CONJ-SUB,O
,miet,VERB,O
,bit-,PREP-DEF,O
,tifu,VERB,O
,fl-,PREP-DEF,O
,età,NOUN,O
,ta',GEN,O
,31,X-DIG,O
,sena,NOUN,O
,biss,FOC,O
,",",X-PUN,O
,kellu,VERB-PSEU,O
,żmien,NOUN,O
,biżżejjed,QUAN,O
,biex,CONJ-SUB,O
,jikkomponi,VERB,O
,il,PREP,O
,fuq,PREP,O
,minn,PREP,O
,1000,X-DIG,O
,xogħol,NOUN,O
,",",X-PUN,O
,fosthom,PREP-PRON,O
,xi,QUAN,O
,600,X-DIG,O
,lieder,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 37,Dawn,PRON-DEM,O
,ta',GEN,O
,l-,DEF,O
,aħħar,NOUN,O
,huma,PRON-PERS,O
,fost,PREP,O
,l-,DEF,O
,iżjed,ADV,O
,importanti,ADJ,O
,mix-,PREP-DEF,O
,xogħlijiet,NOUN,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 38,Huma,PRON-PERS,O
,komposti,NOUN,O
,fuq,PREP,O
,versi,ADJ,O
,ta',GEN,O
,l-,DEF,O
,ikbar,ADJ,O
,poeti,NOUN,O
,ta',GEN,O
,l-,DEF,O
,ilsien,NOUN,O
,Ġermaniż,ADJ,B-MISC
,(,X-PUN,O
,Klopstock,NOUN-PROP,B-PER
,",",X-PUN,O
,Goethe,NOUN-PROP,B-PER
,",",X-PUN,O
,Schiller,NOUN-PROP,B-PER
,",",X-PUN,O
,Rückert,NOUN-PROP,B-PER
,",",X-PUN,O
,Heine,NOUN-PROP,B-PER
,),X-PUN,O
,",",X-PUN,O
,ta',GEN,O
,xi,QUAN,O
,ħbieb,NOUN,O
,tiegħu,GEN-PRON,O
,(,X-PUN,O
,Mayrhofer,NOUN-PROP,B-PER
,",",X-PUN,O
,Körner,NOUN-PROP,B-PER
,",",X-PUN,O
,Spaun,NOUN-PROP,B-PER
,",",X-PUN,O
,Schober,NOUN-PROP,B-PER
,",",X-PUN,O
,Senn,NOUN-PROP,B-PER
,",",X-PUN,O
,Collin,NOUN-PROP,B-PER
,",",X-PUN,O
,Schwind,NOUN-PROP,B-PER
,),X-PUN,O
,jew,CONJ-CORD,O
,poeti,NOUN,O
,li,COMP,O
,baqgħu,VERB,O
,magħrufin,PART-PASS,O
,minħabba,PREP,O
,l-,DEF,O
,lieder,NOUN,O
,tiegħu,GEN-PRON,O
,(,X-PUN,O
,Müller,NOUN-PROP,B-PER
,),X-PUN,O
,.,X-PUN,O
,0,0,O
Sentence: 39,Recured,NOUN-PROP,B-MISC
,hija,PRON-PERS,O
,linja,NOUN,O
,tal-,GEN-DEF,O
,moda,NOUN,O
,li,COMP,O
,ħarġet,VERB,O
,l-,DEF,O
,ewwel,NUM-ORD,O
,ħwejjeġ,NOUN,O
,tagħha,GEN-PRON,O
,ftit,QUAN,O
,tal-,GEN-DEF,O
,ġimgħat,NOUN,O
,ilu,PREP,O
,.,X-PUN,O
,0,0,O
Sentence: 40,Din,PRON-DEM,O
,il-,DEF,O
,linja,NOUN,O
,ġibdet,VERB,O
,l-,DEF,O
,attenzjoni,NOUN,O
,fuq,PREP,O
,il-,DEF,O
,mezzi,NOUN,O
,soċjali,ADJ,O
,minħabba,PREP,O
,d-,DEF,O
,disinn,NOUN,O
,oriġinali,ADJ,O
,u,CONJ-CORD,O
,forsi,ADV,O
,kontroversjali,ADJ,O
,tagħha,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 41,Din,PRON-DEM,O
,il-,DEF,O
,linja,NOUN,O
,kienet,KIEN,O
,l-,DEF,O
,idea,NOUN,O
,ta',VERB,O
,erba',ADJ,O
,studenti,NOUN,O
,żgħażagħ,ADJ,O
,",",X-PUN,O
,Robert,NOUN-PROP,B-PER
,Ebejer,NOUN-PROP,I-PER
,student,NOUN,O
,ta',VERB,O
,MCAST,X-ABV,B-ORG
,tal-,GEN-DEF,I-ORG
,Arti,NOUN,I-ORG
,u,CONJ-CORD,I-ORG
,d-,DEF,I-ORG
,Disinn,NOUN-PROP,I-ORG
,",",X-PUN,O
,Jeremy,NOUN-PROP,B-PER
,Zerafa,NOUN-PROP,I-PER
,",",X-PUN,O
,Charles,NOUN-PROP,B-PER
,Mercieca,NOUN-PROP,I-PER
,u,CONJ-CORD,O
,Jacob,NOUN-PROP,B-PER
,Portelli,NOUN-PROP,I-PER
,",",X-PUN,O
,studenti,NOUN,O
,universitarji,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 42,Mercieca,NOUN-PROP,B-PER
,għandu,VERB-PSEU,O
,20,X-DIG,O
,sena,NOUN,O
,filwaqt,CONJ-SUB,O
,li,COMP,O
,t-,DEF,O
,tieta,VERB,O
,l-,DEF,O
,oħra,ADJ,O
,għandhom,VERB-PSEU,O
,19,X-DIG,O
,.,X-PUN,O
,0,0,O
Sentence: 43,ILLUM,ADV,B-ORG
,iddeċidiet,VERB,O
,li,COMP,O
,tintervista,VERB,O
,t-,DEF,O
,tim,NOUN,O
,ta',VERB,O
,Recured,NOUN-PROP,B-MISC
,u,CONJ-CORD,O
,tara,VERB,O
,x',NOUN,O
,kienet,KIEN,O
,l-,DEF,O
,idea,NOUN,O
,li,COMP,O
,wasslet,VERB,O
,għal,PREP,O
,din,PRON-DEM,O
,il-,DEF,O
,linja,NOUN,O
,tal-,GEN-DEF,O
,moda,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 44,L-,DEF,O
,ispirazzjoni,NOUN,O
,ta',VERB,O
,dan,PRON-DEM,O
,it-,DEF,O
,tim,NOUN,O
,ġiet,VERB,O
,mill-,PREP-DEF,O
,affarijiet,NOUN,O
,normali,ADJ,O
,ta',VERB,O
,madwarna,PREP-PRON,O
,li,COMP,O
,ma,NEG,O
,tantx,ADV,O
,jingħataw,VERB,O
,importanza,NOUN,O
,jew,CONJ-CORD,O
,ħsieb,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 45,Dan,PRON-DEM,O
,hu,PRON-PERS,O
,dak,PRON-DEM,O
,li,COMP,O
,jipprova,VERB,O
,jagħmel,VERB,O
,it-,DEF,O
,tim,NOUN,O
,ta',VERB,O
,Recured,NOUN-PROP,B-MISC
,.,X-PUN,O
,0,0,O
Sentence: 46,U,CONJ-CORD,O
,għala,PRON-INT,O
,l-,DEF,O
,isem,NOUN,O
,Recured,NOUN-PROP,B-MISC
,?,X-PUN,O
,0,0,O
Sentence: 47,Recured,NOUN-PROP,B-MISC
,bħala,PREP,O
,kelma,NOUN,O
,oriġinat,PART-PASS,O
,mill-,PREP-DEF,O
,internet,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 48,B',NOUN-PROP,O
,hekk,ADV,O
,staqsejna,VERB,O
,lil,LIL,O
,Recured,NOUN-PROP,B-MISC
,għala,PRON-INT,O
,użaw,VERB,O
,lil,LIL,O
,Agatha,NOUN-PROP,B-PER
,Barbara,NOUN-PROP,I-PER
,u,CONJ-CORD,O
,x',NOUN,O
,kienu,KIEN,O
,r-,DEF,O
,reazzjonijiet,NOUN,O
,li,COMP,O
,rċivew,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 49,Ridna,NOUN-PROP,O
,nqajmu,VERB,O
,ftit,QUAN,O
,kontroversja,NOUN,O
,f',NOUN,O
,dan,PRON-DEM,O
,id-,DEF,O
,disinn,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 50,L-,DEF,O
,idea,NOUN,O
,ntlaqtet,VERB,O
,b',NOUN,O
,mod,NOUN,O
,pożittiv,ADJ,O
,ħafna,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 51,Irnexxielna,VERB,O
,ndaħħlu,VERB,O
,figura,NOUN,O
,fl-,PREP-DEF,O
,istorja,NOUN,O
,Maltija,ADJ,B-MISC
,f',NOUN,O
,dawl,NOUN,O
,differenti,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 52,Hemm,HEMM,O
,iktar,ADJ,O
,nies,NOUN,O
,fl-,PREP-DEF,O
,istorja,NOUN,O
,li,COMP,O
,jaf,VERB,O
,jispiċċaw,VERB,O
,fid-,PREP-DEF,O
,disinni,NOUN,O
,tagħna,GEN-PRON,O
,0,0,O
Sentence: 53,Il-,DEF,O
,kelb,NOUN,O
,tal-,GEN-DEF,O
,fenek,NOUN,O
,ridna,VERB,O
,ndaħħluh,VERB,O
,għas-,PREP-DEF,O
,sempliċi,ADJ,O
,raġuni,NOUN,O
,li,COMP,O
,huwa,PRON-PERS,O
,simbolu,VERB,O
,ta',NOUN,O
,Malta,NOUN-PROP,B-LOC
,u,CONJ-CORD,O
,b',NOUN,O
,hekk,ADV,O
,ridna,VERB,O
,ninkorporawh,VERB,O
,mat-,PREP-DEF,O
,tema,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 54,Għalissa,ADV,O
,Recured,NOUN-PROP,B-MISC
,għandha,VERB-PSEU,O
,biss,FOC,O
,flokkijiet,NOUN,O
,",",X-PUN,O
,tanktops,NOUN,O
,u,CONJ-CORD,O
,croptops,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 55,Iżda,CONJ-CORD,O
,minn,PREP,O
,kliemhom,NOUN,O
,jidher,VERB,O
,fiċ-,PREP-DEF,O
,ċar,ADJ,O
,li,COMP,O
,l-,DEF,O
,linja,NOUN,O
,mhux,PRON-PERS-NEG,O
,se,FUT,O
,tieqaf,VERB,O
,hawn,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 56,Qed,PROG,O
,naħdmu,VERB,O
,fuq,PREP,O
,ħwejjeġ,NOUN,O
,oħra,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 57,Ħwejjeġ,VERB,O
,għas-,PREP-DEF,O
,sajf,NOUN,O
,u,CONJ-CORD,O
,anke,FOC,O
,għax-,PREP-DEF,O
,xitwa,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 58,L-,DEF,O
,10,X-DIG,O
,edizzjoni,NOUN,O
,tal-,GEN-DEF,O
,BOV,X-ABV,B-MISC
,Opera,NOUN-PROP,I-MISC
,Festival,NOUN-PROP,I-MISC
,se,FUT,O
,jibda,VERB,O
,nhar,NOUN,O
,it-,DEF,O
,18,X-DIG,O
,ta',GEN,O
,Marzu,NOUN-PROP,O
,fit-,PREP-DEF,O
,Teatru,NOUN,B-LOC
,Manoel,NOUN-PROP,I-LOC
,fost,PREP,O
,antiċipazzjoni,NOUN,O
,kbira,ADJ,O
,għar-,PREP-DEF,O
,repertorju,NOUN,O
,operistiku,ADJ,O
,ta',GEN,O
,din,PRON-DEM,O
,is-,DEF,O
,sena,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 59,Waqt,PREP,O
,konferenza,NOUN,O
,tal-,GEN-DEF,O
,aħbarijiet,NOUN,O
,",",X-PUN,O
,is-,DEF,O
,CEO,X-ABV,O
,tal-,GEN-DEF,O
,Bank,X-ENG,B-ORG
,of,X-ENG,I-ORG
,Valletta,NOUN-PROP,I-ORG
,Tonio,NOUN-PROP,I-PER
,Depasquale,NOUN-PROP,I-PER
,ippreżenta,VERB,O
,l-,DEF,O
,isponsorship,NOUN,O
,uffiċjali,ADJ,O
,tal-,GEN-DEF,O
,Bank,NOUN,B-MISC
,għall-,PREP-DEF,I-MISC
,Opera,NOUN,I-MISC
,Festival,ADJ,I-MISC
,2009,X-DIG,O
,liċ-,LIL-DEF,O
,Chairman,NOUN,O
,tat-,GEN-DEF,O
,Teatru,NOUN,B-LOC
,Manoel,NOUN-PROP,I-LOC
,",",X-PUN,O
,Peter,NOUN-PROP,B-PER
,Fenech,NOUN-PROP,I-PER
,.,X-PUN,O
,0,0,O
Sentence: 60,Il-,DEF,O
,kumpanija,NOUN,O
,Franċiża,ADJ,B-MISC
,tal-,GEN-DEF,O
,opra,NOUN,O
,ARCAL,NOUN-PROP,B-ORG
,se,FUT,O
,ttella',VERB,O
,l-,DEF,O
,produzzjoni,NOUN,O
,ta',GEN,O
,Vaughan,NOUN-PROP,B-PER
,Williams,NOUN,I-PER
,Riders,NOUN,B-MISC
,to,X-ENG,I-MISC
,the,X-ENG,I-MISC
,Sea',X-ENG,I-MISC
,u,CONJ-CORD,O
,produzzjoni,NOUN,O
,speċjali,ADJ,O
,ta',GEN,O
,Milhaud,NOUN-PROP,B-PER
,Le,INT,B-MISC
,Pauvre,NOUN-PROP,I-MISC
,Matelot,NOUN-PROP,I-MISC
,.,X-PUN,O
,L-,DEF,O
,opra,NOUN,O
,magħrufa,PART-PASS,O
,ta',GEN,O
,Mozart,NOUN-PROP,B-PER
,",",X-PUN,O
,The,X-ENG,B-MISC
,Magic,X-ENG,I-MISC
,Flute,X-ENG,I-MISC
,",",X-PUN,O
,se,FUT,O
,jkollha,VERB-PSEU,O
,direzzjoni,NOUN,O
,ta',GEN,O
,Miriam,NOUN-PROP,B-PER
,Gauci,NOUN-PROP,I-PER
,u,CONJ-CORD,O
,tinkludi,VERB,O
,kast,NOUN,O
,kompletament,ADV,O
,Malti,ADJ,B-MISC
,flimkien,ADV,O
,mal-,PREP-DEF,O
,Orkestra,NOUN,B-ORG
,Filarmonika,ADJ,I-ORG
,ta',GEN,O
,Malta,NOUN-PROP,B-LOC
,mmexxija,PART-PASS,O
,mis-,PREP-DEF,O
,Surmast,NOUN,O
,Michael,NOUN-PROP,B-PER
,Laus,NOUN-PROP,I-PER
,.,X-PUN,O
,0,0,O
Sentence: 61,Miktuba,NOUN-PROP,O
,fl-,PREP-DEF,O
,1927,X-DIG,O
,",",X-PUN,O
,Riders,NOUN,B-MISC
,to,X-ENG,I-MISC
,the,X-ENG,I-MISC
,Sea',X-ENG,I-MISC
,hija,PRON-PERS,O
,opra,NOUN,O
,f',PREP,O
,att,NOUN,O
,wieħed,NUM-WHD,O
,ta',GEN,O
,Ralph,NOUN-PROP,B-PER
,Vaugħan,NOUN-PROP,I-PER
,Williams,NOUN,I-PER
,",",X-PUN,O
,ibbażata,PART-PASS,O
,fuq,PREP,O
,kitba,NOUN,O
,ta',GEN,O
,l-,DEF,O
,awtur,NOUN,O
,Irlandiz,NOUN-PROP,B-MISC
,John,NOUN-PROP,B-PER
,Millington,NOUN-PROP,I-PER
,Synge,NOUN-PROP,I-PER
,.,X-PUN,O
,0,0,O
Sentence: 62,L-,DEF,O
,istorja,NOUN,O
,hi,PRON-PERS,O
,dwar,PREP,O
,mara,NOUN,O
,litilfet,VERB,O
,lir-,LIL-DEF,O
,raġel,NOUN,O
,tagħha,GEN-PRON,O
,",",X-PUN,O
,lil,LIL,O
,missieru,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,ħames,NUM-CRD,O
,subien,NOUN,O
,tagħha,GEN-PRON,O
,fil-,PREP-DEF,O
,baħar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 63,Ispirata,PART-PASS,O
,minn,PREP,O
,żjara,NOUN,O
,lill-,LIL-DEF,O
,gzira,NOUN,O
,ta',GEN,O
,Aran,NOUN-PROP,B-LOC
,",",X-PUN,O
,dan,PRON-DEM,O
,ix-,DEF,O
,xogħol,NOUN,O
,jirrifletti,VERB,O
,s-,DEF,O
,sensittività,NOUN,O
,ta',GEN,O
,Synge,NOUN-PROP,B-PER
,lejn,PREP,O
,l-,DEF,O
,kruha,NOUN,O
,tal-,GEN-DEF,O
,mewt,NOUN,O
,li,COMP,O
,tezisti,VERB,O
,fil-,PREP-DEF,O
,ħajja,NOUN,O
,ta',GEN,O
,dawk,PRON-DEM,O
,li,COMP,O
,hu,PRON-PERS,O
,ltaqa',VERB,O
,magħhom,PREP-PRON,O
,fuq,PREP,O
,il-,DEF,O
,gżira,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 64,Vaughan,NOUN-PROP,B-PER
,Williams,NOUN-PROP,I-PER
,ħalla,VERB,O
,l-,DEF,O
,kitba,NOUN,O
,ta',GEN,O
,Synge,NOUN-PROP,B-PER
,kif,PRON-INT,O
,kienet,KIEN,O
,u,CONJ-CORD,O
,pproduċa,VERB,O
,biċċa,NOUN,O
,xogħol,NOUN,O
,li,COMP,O
,hija,PRON-PERS,O
,meqjusa,PART-PASS,O
,bħala,PREP,O
,l-,DEF,O
,aqwa,ADJ,O
,opra,NOUN,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 65,Sabiex,NOUN-PROP,O
,jirrakkonta,VERB,O
,l-,DEF,O
,istorja,NOUN,O
,ta',GEN,O
,din,PRON-DEM,O
,il-,DEF,O
,mara,NOUN,O
,Vaugħan,NOUN-PROP,B-PER
,Williams,NOUN,I-PER
,kiteb,VERB,O
,waħda,NUM-WHD,O
,mill-,PREP-DEF,O
,aqwa,ADJ,O
,biċċiet,NOUN,O
,mużikali,ADJ,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 66,Riders,NOUN,B-MISC
,to,X-ENG,I-MISC
,the,X-ENG,I-MISC
,Sea',X-ENG,I-MISC
,se,FUT,O
,tkun,KIEN,O
,kumplimentata,NOUN,O
,bil-,PREP-DEF,O
,produzzjoni,NOUN,O
,ta',GEN,O
,Williams,NOUN,B-PER
,Songs,X-ENG,B-MISC
,of,X-ENG,I-MISC
,Travel,NOUN-PROP,I-MISC
,miktuba,PART-PASS,O
,apposta,ADV,O
,għall-,PREP-DEF,O
,vuċi,NOUN,O
,baritona,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 67,Miktubin,NOUN-PROP,O
,bejn,PREP,O
,l-,DEF,O
,1901,X-DIG,O
,u,CONJ-CORD,O
,l-,DEF,O
,1904,X-DIG,O
,",",X-PUN,O
,id-,DEF,O
,disa',NUM-ORD,O
,kanzunetti,NOUN,O
,ttieħdu,VERB,O
,minn,PREP,O
,volum,NOUN,O
,ta',GEN,O
,poeżiji,NOUN,O
,ta',GEN,O
,Robert,NOUN-PROP,B-PER
,Louis,NOUN-PROP,I-PER
,Stevenson,NOUN-PROP,I-PER
,bl-,PREP-DEF,O
,istess,ADJ,O
,isem,NOUN,O
,li,COMP,O
,jirrappreżentaw,VERB,O
,l-,DEF,O
,ewwel,NUM-ORD,O
,prova,NOUN,O
,proprja,ADJ,O
,ta',GEN,O
,William,NOUN,B-PER
,fil-,PREP-DEF,O
,kitba,NOUN,O
,ta',GEN,O
,kanzunetti,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 68,ARCAL,NOUN-PROP,B-ORG
,se,FUT,O
,jtellgħu,VERB,O
,ż-,DEF,O
,żewġ,NUM-CRD,O
,produzzjonijiet,NOUN,O
,nhar,NOUN,O
,it-,DEF,O
,18,X-DIG,O
,u,CONJ-CORD,O
,d-,DEF,O
,19,X-DIG,O
,ta',GEN,O
,Marzu,NOUN-PROP,O
,.,X-PUN,O
,0,0,O
Sentence: 69,Bejn,PREP,O
,l-,DEF,O
,20,X-DIG,O
,u,CONJ-CORD,O
,t-,DEF,O
,23,X-DIG,O
,ta',GEN,O
,Marzu,NOUN-PROP,O
,se,FUT,O
,tittella',VERB,O
,l-,DEF,O
,produzzjoni,NOUN,O
,Le,INT,B-MISC
,Pauvre,NOUN-PROP,I-MISC
,Matelot,NOUN-PROP,I-MISC
,(,X-PUN,O
,Il-,DEF,B-MISC
,Baħħar,NOUN,I-MISC
,Fqir,NOUN-PROP,I-MISC
,),X-PUN,O
,",",X-PUN,O
,opra,NOUN,O
,fi,PREP,O
,tliet,NUM-CRD,O
,atti,NOUN,O
,miktuba,PART-PASS,O
,minn,PREP,O
,Darius,NOUN-PROP,B-PER
,Milhaud,NOUN-PROP,I-PER
,",",X-PUN,O
,fuq,PREP,O
,librett,NOUN,O
,ta',GEN,O
,Jean,NOUN-PROP,B-PER
,Cocteau,NOUN-PROP,I-PER
,.,X-PUN,O
,0,0,O
Sentence: 70,Hi,PRON-PERS,O
,traġedja,NOUN,O
,li,COMP,O
,tirrakkonta,VERB,O
,kif,PRON-INT,O
,baħħar,NOUN,O
,fqir,ADJ,O
,jasal,VERB,O
,lura,ADV,O
,d-,DEF,O
,dar,NOUN,O
,tiegħu,GEN-PRON,O
,apposta,ADV,O
,b',PREP,O
,mod,NOUN,O
,li,COMP,O
,ma,NEG,O
,jintgħarafx,VERB,O
,iżda,CONJ-CORD,O
,jinqatel,VERB,O
,mill-,PREP-DEF,O
,mara,NOUN,O
,tiegħu,GEN-PRON,O
,stess,PRON-REF,O
,minħabba,PREP,O
,li,COMP,O
,l-,DEF,O
,istorja,NOUN,O
,li,COMP,O
,hu,PRON-PERS,O
,kien,KIEN,O
,ivvinta,ADJ,O
,kienet,KIEN,O
,waħda,NUM-WHD,O
,kredibbli,ADJ,O
,ħafna,ADV,O
,u,CONJ-CORD,O
,l-,DEF,O
,mara,NOUN,O
,tiegħu,GEN-PRON,O
,riedet,VERB,O
,teħilsu,VERB,O
,mid-,PREP-DEF,O
,dejn,NOUN,O
,li,COMP,O
,ħasbet,VERB,O
,li,COMP,O
,kellu,VERB-PSEU,O
,.,X-PUN,O
,0,0,O
Sentence: 71,The,X-ENG,B-MISC
,Magic,X-ENG,I-MISC
,Flute,X-ENG,I-MISC
,tagħlaq,VERB,O
,il-,DEF,O
,festival,NOUN,O
,f',PREP,O
,żewġ,NUM-CRD,O
,iljieli,NOUN,O
,nhar,NOUN,O
,l-,DEF,O
,24,X-DIG,O
,u,CONJ-CORD,O
,l-,DEF,O
,25,X-DIG,O
,ta',GEN,O
,Marzu,NOUN-PROP,O
,.,X-PUN,O
,0,0,O
Sentence: 72,Sa,PREP,O
,mill-,PREP-DEF,O
,ewwel,NUM-ORD,O
,darba,NOUN,O
,li,COMP,O
,ttellgħet,VERB,O
,l-,DEF,O
,opra,NOUN,O
,minn,PREP,O
,dejjem,ADV,O
,kienet,KIEN,O
,waħda,NUM-WHD,O
,mill-,PREP-DEF,O
,aktar,ADV,O
,maħbuba,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 73,The,X-ENG,B-MISC
,Magic,X-ENG,I-MISC
,Flute,X-ENG,I-MISC
,hi,PRON-PERS,O
,ħrafa,NOUN,O
,iżda,CONJ-CORD,O
,titqies,VERB,O
,ukoll,FOC,O
,bħala,PREP,O
,allegorija,NOUN,O
,favur,PREP,O
,il-,DEF,O
,filosofija,NOUN,O
,tal-,GEN-DEF,O
,Illuminzzjoni,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 74,Il-,DEF,O
,Reġina,NOUN,B-MISC
,tal-,GEN-DEF,I-MISC
,Lejl,NOUN,I-MISC
,hi,PRON-PERS,O
,rappreżentazzjoni,NOUN,O
,perikoluża,ADJ,O
,ta',GEN,O
,dak,PRON-DEM,O
,li,COMP,O
,hu,PRON-PERS,O
,oskur,ADJ,O
,fejn,PRON-INT,O
,l-,DEF,O
,antagonist,NOUN,O
,Sarastro,NOUN-PROP,B-PER
,hu,PRON-PERS,O
,simbolu,NOUN,O
,ta',GEN,O
,mexxej,NOUN,O
,li,COMP,O
,jmexxi,VERB,O
,b',PREP,O
,għerf,NOUN,O
,paternalistiku,ADJ,O
,u,CONJ-CORD,O
,b',PREP,O
,tagħrif,NOUN,O
,meqjus,PART-PASS,O
,illuminat,PART-PASS,O
,.,X-PUN,O
,0,0,O
Sentence: 75,Il-,DEF,O
,ħbieb,NOUN,O
,ta',GEN,O
,Ebba,NOUN-PROP,B-PER
,von,NOUN-PROP,I-PER
,Fersen,NOUN-PROP,I-PER
,Balzan,NOUN-PROP,I-PER
,",",X-PUN,O
,l-,DEF,O
,artista,NOUN,O
,Ġermaniża,ADJ,B-MISC
,li,COMP,O
,ħabbet,VERB,O
,lil,LIL,O
,Malta,NOUN-PROP,B-LOC
,fil-,PREP-DEF,O
,pittura,NOUN,O
,tagħha,GEN-PRON,O
,",",X-PUN,O
,jagħtuha,VERB,O
,l-,DEF,O
,aħħar,ADJ,O
,tislima,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 76,INFORMAZZJONI,NOUN,O
,STATISTIKA,NOUN,O
,LI,COMP,O
,TINGĦATA,VERB,O
,DWAR,PREP,O
,IL-,DEF,O
,ĠARR,NOUN,O
,TA',GEN,O
,PASSIĠĠIERI,NOUN,O
,",",X-PUN,O
,MERKANZIJA,X-ABV,O
,U,CONJ-CORD,O
,POSTA,NOUN-PROP,O
,ġ,VERB,O
,L,X-ABV,O
,.,X-PUN,O
,S,X-ABV,O
,.,X-PUN,O
,232.08,X-DIG,O
,1,X-DIG,O
,LEĠISLAZZJONI,NOUN,O
,SUSSIDJARJA,NOUN,O
,232.08,X-DIG,O
,REGOLAMENTI,ADJ,O
,FUQ,X-ABV,O
,INFORMAZZJONI,NOUN,O
,STATISTIKA,NOUN,O
,LI,COMP,O
,TINGĦATA,VERB,O
,DWAR,PREP,O
,IL-,DEF,O
,ĠARR,NOUN,O
,TA',GEN,O
,PASSIĠĠIERI,NOUN,O
,",",X-PUN,O
,MERKANZIJA,X-ABV,O
,U,CONJ-CORD,O
,POSTA,NOUN-PROP,O
,9,X-DIG,O
,ta',GEN,O
,Marzu,NOUN-PROP,B-PER
,",",X-PUN,O
,2001,X-DIG,O
,L-,DEF,O
,AVVIŻ,NOUN,O
,LEGALI,ADJ,O
,51,X-DIG,O
,ta',GEN,O
,l-,DEF,O
,2001,X-DIG,O
,.,X-PUN,O
,0,0,O
Sentence: 77,Informazzjoni,NOUN,O
,Statistika,ADJ,O
,li,COMP,O
,tingħata,VERB,O
,dwar,PREP,O
,il-,DEF,O
,Ġarr,NOUN,O
,ta',GEN,O
,Passiġġieri,NOUN,O
,",",X-PUN,O
,Merkanzija,NOUN,O
,u,CONJ-CORD,O
,Posta,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 78,Tifsir,VERB,O
,.,X-PUN,O
,teħtieġx,VERB,O
,xort,NOUN,O
,oħra,NOUN,O
,-,X-PUN,O
,0,0,O
Sentence: 79,Direttur,NOUN,B-MISC
,tfisser,VERB,O
,id-,DEF,O
,Direttur,NOUN,B-MISC
,ta',GEN,O
,l-,DEF,O
,Avjazzjoni,NOUN,B-ORG
,Ċivili,ADJ,I-ORG
,u,CONJ-CORD,O
,tinkludi,VERB,O
,fil-,PREP-DEF,O
,parametri,NOUN,O
,ta',GEN,O
,l-,DEF,O
,awtorità,NOUN,O
,mogħtija,PART-PASS,O
,",",X-PUN,O
,kull,QUAN,O
,persuna,NOUN,O
,li,COMP,O
,tkun,KIEN,O
,awtorizzata,PART-PASS,O
,għaldaqshekk,ADV,O
,mid-,PREP-DEF,O
,Direttur,NOUN,B-MISC
,;,X-PUN,O
,0,0,O
Sentence: 79,ICAO,X-ABV,B-ORG
,tfisser,VERB,O
,l-,DEF,O
,Organizzazzjoni,NOUN,B-ORG
,Internazzjonali,ADJ,I-ORG
,dwar,PREP,I-ORG
,l-,DEF,I-ORG
,Avjazzjoni,NOUN,I-ORG
,Ċivili,ADJ,I-ORG
,(,X-PUN,O
,International,X-ENG,B-ORG
,Civil,X-ENG,I-ORG
,Aviation,X-ENG,I-ORG
,Organization,X-ENG,I-ORG
,),X-PUN,O
,;,X-PUN,O
,merkanzija,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,tfisser,VERB,O
,kull,QUAN,O
,propjetà,NOUN,O
,li,COMP,O
,tinġarr,VERB,O
,fuq,PREP,O
,inġenju,NOUN,O
,ta',GEN,O
,l-,DEF,O
,ajru,NOUN,O
,barra,ADV,O
,minn,PREP,O
,ħażniet,NOUN,O
,u,CONJ-CORD,O
,bagalji,NOUN,O
,u,CONJ-CORD,O
